Category,Year,Title,Author,Text,topic_prediction,probabilities
DDR,1985,Hab den Mond mit der Hand berührt,Karat,"Wirft die Nacht die Schatten ins Fenster, lieg' ich wach, oft noch wach. Und ich flieg' mit meinen Gedanken aus dem Tag. Wirft die Nacht die Schatten ins Fenster, lieg' ich wach, oft noch wach. Und ich flieg' mit meinen Gedanken aus dem Tag, weit weit fort. Und die Stille treibt mich mit ihren Schwingen in die Nacht hinein. Und ich spüre für einen Augenblick, will ich woanders sein. Hab' den Mond mit der Hand berührt, als die Erde schlief. Ein paar Sekunden hat er mich verführt, mit den Sternen zu zieh'n. Hab' den Mond mit der Hand berührt, er scheint nur für mich. Und leuchtet mir den Weg voraus für den Flug nach Haus'. Wirf einen Stein weit in den Himmel, weit hinauf. Er kommt zurück zur Erde für immer, muss zurück. Auf der Reise hat er die Erde weit von oben geseh'n. Manchmal will ich für ein paar Sekunden auch nach oben fliegen. Und den Mond mit der Hand berühr'n, wenn die Erde schläft. Ein paar Sekunden lass ich mich verführ'n, mit den Sternen zu zieh'n. Will den Mond mit der Hand berühr'n, er scheint nur für mich. Und leuchtet mir den Weg voraus für den Flug nach Haus'. Hab' den Mond mit der Hand berührt, als die Erde schlief. Ein paar Sekunden hat er mich verführt, mit den Sternen zu zieh'n. Hab' den Mond mit der Hand berührt, er scheint nur für mich. Und leuchtet mir den Weg voraus für den Flug nach Haus'. Hab' den Mond mit der Hand berührt, als die Erde schlief. Ein paar Sekunden hat er mich verführt, mit den Sternen zu zieh'n.",Mondlicht und Sehnsucht,1.0
DDR,1983,Ich will halten die Zeit,SET,"Ich will halten die Zeit, die so rasch wie der Sand verrinnt. Ich will halten die Nacht, dass der Tag nicht so rasch beginnt. Ich will halten dich nah bei mir. Sollst nicht gehen von mir in den neuen Tag. Sollst noch hören mein Lied, sollst hören, was es dir sagt. Es soll bleiben, so wie es war. Doch dann gehst du von mir und ich spüre, ich verlier’ das, was ich grade noch hielt, was ich kaum besaß, ich steh’ da mir leeren Händen. Als du fortgingst von mir, war es mir als erfriert das Herz in der Brust. Und ich habe gewusst, ohne dich, da bleib’ ich einsam. Kann nicht halten die Zeit, die so rasch wie der Sand verrinnt. Kann nicht halten die Nacht, dass der Tag nicht so rasch beginnt. Kann nicht halten dich nah bei mir. Doch dann gehst du von mir und ich spüre, ich verlier’ das, was ich grade noch hielt, was ich kaum besaß, ich steh’ da mir leeren Händen. Als du fortgingst von mir, war es mir als erfriert das Herz in der Brust. Und ich habe gewusst, ohne dich, da bleib’ ich einsam. Als du fortgingst von mir, war es mir als erfriert das Herz in der Brust. Und ich habe gewusst, ohne dich, da bleibe ich einsam. Baby, Baby, bleib doch noch hier. Baby, Baby, bleib doch bitte bei mir.",Rauschen,0.0
DDR,1975,Bin mager nun und fühle mich,Wolf Biermann,"Das ist mal so mit mir und bin halb froh mit mir. Bin mager nun und fühle mich. Noch können Blicke mich verletzten. Das ist mal so mit mir und bin halb froh mit mir. Noch zwei drei alte Worte kühlen mich. Eng neben gleichen Tieren spür′ ich im Rücken Winterwind und meine Angst vorm großen Frieren. Das ist mal so mit mir und bin halb froh mit mir. Die Angst lässt nach, wenn wir zuhauf in diesen dunklen Kälten sind. Das ist mal so mit mir und bin halb froh mit mir. Das ist mein graues Lied vom Rauch und endlich stirbt die Sehnsucht auch. Das ist mal so mit mir und bin halb froh mit mir. Und bin halt froh.",Mondlicht und Sehnsucht,1.0
DDR,1976,Schlafe ein und fang die Träume,Puhdys,"Schau, die Daemmerung hebt den Abend, rings im Gras blueht Tau Und die Vogelstimmen schweigen bis zum Morgengrau Schließ die Augen wir bewachen alle Glück und Lachen Niemand darf Dich stören drum schlafe ruhig ein Schlafe ein mein Kind und träume! Hör die Nacht singt ihr Lied! Mit ihr wachsen Deine Träume, daß noch vieles geschieht Einmal sprengst auch Du die Räume und beginnst das Leben Schlafe ein und fang die Träume, die Dich umgeben Wenn Du Deine ersten Schritte durch das Leben gehst Frag die Menschen such die Liebe, bis Du sie verstehst! Du wirst vieles kennenlernen Nähe und auch Ferne Niemand darf Dich stören, Dein Weg soll sicher sein Schlafe ein mein Kind und träume! Hör die Nacht singt ihr Lied! Mit ihr wachsen Deine Träume, daß noch vieles geschieht Einmal sprengst auch Du die Räume und beginnst das Leben Schlafe ein und fang die Träume, die Dich umgeben Deine Welt sollst Du gewinnen, täglich neu beginnen Schlafe ein und träume, bis dahin ist noch Zeit Schlafe ein mein Kind und träume! Hör die Nacht singt ihr Lied! Mit ihr wachsen Deine Träume, daß noch vieles geschieht Einmal sprengst auch Du die Räume und beginnst das Leben Schlafe ein und fang die Träume, die Dich umgeben",Mondlicht und Sehnsucht,0.9174659550804022
DDR,1972,Fragen,Gerhard Gunderman,"Sag, wie soll ich sprechen, heimlich oder grad, biegen oder brechen, gib mir einen Rat. Sag, wie soll ich denken, an uns oder an mich, hab nichts zu verschenken, brauch mein Bett und Tisch. Sag, wie soll ich wohnen, soll ich hinter Glas meine Seele schonen – ich hab keinen Gast. Sag, wie soll ich schlafen, mit dir oder allein, verlässt du meinen Hafen, muss ich traurig sein. Sag, wie soll ich weinen, fall ich dir zur Last, weil du selber deinen eignen Kummer hast? Sag, wie soll ich tragen Ungerechtigkeit, aufgeben oder sagen: das ist meine Zeit.",Rauschen,0.0
DDR,1989,Du wirst den Gipfel nie erreichen,Feeling B,"Jeden Tag erwachst du. Ja, und dann lachst du über den neuen Spaß. Was soll schon sein. Dann kommt das Frühstücksei. Es ist dir einerlei. Ja, und dein Mädel sagt, was für ein schöner Tag. Du wirst den Gipfel nie erreichen, da die Ebene endlos ist. Du wirst den Gipfel nie erreichen, da die Ebene endlos ist. Du gehst zur Arbeit dann, da musst du mächtig ran. Wie sich die Räder drehen, ach, ist das schön. Und der Kantinenschmaus dann in der Mittagspaus', du drückst den Braten rein, was soll schon sein. Du wirst den Gipfel nie erreichen, da die Ebene endlos ist. Das Abendbrot dann zeigt dir den Heimgang an. Du freust dich sacht. Wieder ein Tag vollbracht. Das Abendbrot dann zeigt dir den Heimgang an. Du freust dich sacht wieder ein Tag vollbracht.",Rauschen,0.0
DDR,1986,Kurzschluß,NO 55,"Mir ist die Sicherung durchgebrannt, sie hat sich schweigend abgewandt. Kein Wort, kein Gruß. Vorbei - aus, Schluss. Ich hab den Bogen überspannt, sie ist mir einfach weggerannt. Vorbei - aus, Schluss. Ich bin geschlaucht, der Tag brennt mitleidlos herunter. Die schafft mich und mein Puls ist nicht okay. Die Hitze drückt, kein kaltes Wasser macht mich munter. Ich rast' aus und tue meinem Mädel weh. Ich bin kaputt, der Tag ist günstig abgelaufen, wär' jetzt mein Mädel da, dann wär's für mich okay. Ich könnte mir noch heut' die Haare einzeln raufen, ich gehe still nach Haus'. Die Einsamkeit tut weh. Mir ist die Sicherung durchgebrannt, sie hat sich schweigend abgewandt. Kein Wort, kein Gruß. Vorbei - aus, Schluss. Ich hab den Bogen überspannt, sie ist mir einfach weggerannt. Vorbei - aus, Schluss. Mir ist die Sicherung durchgebrannt, ich frag' mich, wo bleibt mein Verstand? Nur Wut, nur Stuss. Vorbei - aus, Schluss. Ich hab den Bogen überspannt, sie ist mir einfach weggerannt. Kein Wort, kein Gruß. Vorbei - aus, Schluss.",Rauschen,0.0
DDR,1971,Ermutigung,Heinz Kahlau,"Wenn sich zwei in ihre Liebe schlagen, wie in Mäntel gegen Zeit und Wind und nach nichts als nach sich selber fragen, machen sie auch ihre Liebe blind. Wenn sich zwei in ihre Liebe schlagen, machen sie auch ihre Liebe blind. Liebe lässt sich nur zu zweit ertragen, wenn die Türen, die zur Welt gehen, offen sind. Zeit und Wind wird ihren Kuss verwehn. Zeit und Wind wird ihren Kuss verwehn.",Rauschen,0.0
DDR,1979,Was wird morgen sein,Magdeburg,"Du bist nah bei mir und ich halt’ dich fest. Dass ich all das spür’, was du spüren lässt. Zählt das aber kaum oder gilt es viel? Beginnt so ein Traum oder nur ein Spiel? Ist das nur ein Tanz oder schon das Glück? Oder bleibt der Glanz nur für’n Augenblick? Heute treibt der Wein Blut in dein Gesicht. Was wird morgen sein? Du, ich weiß es nicht... Sag, was wird morgen sein? Bau’n wir nur auf Sand? Hau’n wir uns in Stein? Sag’, was wird morgen sein? Geh’n wir Hand in Hand oder längst allein? Werden wir noch alt, so wie’s uns gefällt? Oder lebst du bald in einer and’ren Welt? Tausend Fragen frag’ ich dich heut’ nicht mehr. Alles, was ich sag’, du ich lieb’ dich sehr. Sag, was wird morgen sein? Bau’n wir nur auf Sand? Hau’n wir uns in Stein? Sag’, was wird morgen sein? Geh’n wir Hand in Hand oder längst allein? Werden wir noch alt, so wie’s uns gefällt? Oder lebst du bald in einer and’ren Welt? Tausend Fragen frag’ ich dich heut’ nicht mehr. Alles, was ich sag’, du ich lieb’ dich sehr. Sag, was wird morgen sein? Bau’n wir nur auf Sand? Hau’n wir uns in Stein? Sag’, was wird morgen sein? Geh’n wir Hand in Hand oder längst allein? Werden wir noch alt, so wie’s uns gefällt? Oder lebst du bald in einer and’ren Welt? Tausend Fragen frag’ ich dich heut’ nicht mehr. Alles, was ich sag’, du ich lieb’ dich sehr.",Gefühle der Liebe und Verwirrung,0.7330870305854876
DDR,1980,Kalt und weiß,Manfred Krug,"Kalt und weiss schimmert der Mond ueber die Daecher Ich frag mich in welchem der Gemächer Du wohl wohnst. Wie du heißt Warm und rot die Sonne, schüttet ihr Licht über die Straßen Ich frag mich, warum ich so verlassen hier noch steh. So allein Unter dem Jasmin in meinem Garten würde ich viel lieber auf Dich warten Wie schneid ich nur Deinen Namen in den Baum, wo ich nicht weiß, wer Du bisst Nein diese Stadt ist zu groß fuer meinen Traum, der zwar romatisch ist Aber wer liebt, hat auch Glück, ich geb nicht auf In dem Geschäft, wo ich den Hochzeitssmoking kauf, find ich sie unverhofft Oh, Guten Tag, dass ich Sie noch einmal wiederfinden würde",Rauschen,0.0
DDR,1987,Komm und tanz,Rosalili,"Einsame Nächte und du träumst vom letzten Kuss, irgendjemand hat dir deine Liebe geklaut und du denkst, das ist der Schluss. Einsame Tage, dein Spiegelbild lacht über dich. Und ein fremder Mund fällt über dich her und du spürst ihn nicht. Fühlst dich so allein, du fällst immer wieder rein. Komm und tanz, du bist nicht mehr allein, komm und tanz, keiner hält dich auf, komm und tanz! Und du stehst immer wieder auf. Komm und tanz! Du sagst, du wartest auf deinen Prinzen, der nie kommt, allein bist du zu schwach dazu, du brauchst ’nen  Prinzen dazu. Schließt dich ein in dein Regenbogenmärchenschloß, hast den Schlüssel verloren, kommst nicht mehr raus. Und deine Angst ist viel zu groß. Komm und tanz, du bist nicht mehr allein, komm und tanz, keiner hält dich auf, komm und tanz! Und du stehst immer wieder auf. Komm und tanz! Komm und tanz!",Rauschen,0.0
DDR,1985,Hilflose Worte,Metropol,"Alle Vögel in den Zweigen, scheint mir, trauern auch mit mir. Hocken einfach da und schweigen, kennen keine Lieder mehr, kennen keine Lieder mehr. Und die Sonne schwimmt im Regen wie ein bunter Wasserfall. Und ich schlucke meine Tränen, bis ich in dunkle Träume fall, bis ich in dunkle Träume fall. Hilflose Worte, vorbei, vorbei. In meiner Kehle erstickt ein Schrei. Alles hatte g'rad' begonnen und war doch noch alles neu. Warum also schon vergangen? Und ich suche nach dem Sinn, und ich suche nach dem Sinn. Hilflose Worte, vorbei, vorbei. In meiner Kehle erstickt ein Schrei. Vögel werden wieder singen, Sonne auf - und untergeh'n und ich werde weiterleben, Abschied oder Wiedersehen, Abschied oder Wiedersehen",Mondlicht und Sehnsucht,0.9768333711353063
DDR,1984,Das Buch,Puhdys,"Stell dir vor irgendwo gibt es einen Planeten, auf dem intelligente Wesen leben. Sie sehen vielleicht genauso aus wie wir. Und auf diesem Planeten gibt es Bibliotheken voll mit Büchern, geschrieben von Dichtern, Philosophen und Wissenschaftlern. Und vielleicht wenn auf der welt der Hass und die Gier so groß werden, dass nichts, aber auch nichts mehr sie retten kann, dann vielleicht gibt es dort auch ein Buch, das heißt der Untergang der Erde. Es wird über uns berichten, über unser Leben, über unser'n Tod. Und über Feuer, das so groß war, dass keine Tränen es mehr löschen konnten. Bis hin zur letzten Sekunde, als die ERde aufhörte zu existieren. Und aus zehnmilliarden Augen ein Trauerregen rann. Und ein Tränenmeer, das überlief. Und den letzten Damm der Hoffnung zerbrach. Ein schwebendes Grab im All, auf dem keine Blume wächst. Die Kontinente geschmolzen, die Meere verbrannt - ein schwerer Stein. Und welch bittere Ironie: nicht eine einzige Waffe wird den toten Planeten mehr bedrohen. Und aus zehnmilliarden Augen ein Trauerregen rann. Und ein Tränenmeer, das überlief. Und den letzten Damm der Hoffnung zerbrach. Und wer da will, dass die Erde nie mehr weint, wer sich mit uns gegen Strahlentod vereint, der sorgt dafür, dass dieses Buch niemals erscheint. Denn die zehnmilliarden Augen woll'n die Erde leben seh'n. Sie soll Heimat ohne Ängste sein für die Liebe und Geborgenheit.",Bedrohung der Erde durch Mensch und Technologie,1.0
DDR,1989,Wüsten-Psalm,Puhdys,Wüste - weiß und leer Wüste wenn ich dir auch entflieh Die Seeufer such fast im Wasser ersauf Ich vergesse dich nie Wüste die holt dich ein Wüste und die ewige Angst Daß dein Weg wieder endet im Sand In dem du manchmal schon versankst Land im Wind Sand im Wind Wo die Sohlen verkohlen im glühn Land im Wind Sand im Wind Darin heg’darin pfleg ich mein winziges grün Wüste die umklammert mich hält Wüste ureigenste Welt Prägen auch sonne und Sturm mein Gesicht Ich verliere mich nicht Land im Wind Sand im Wind... Wüste du meine größte und letzte ruh Unendliche Sanduhr verrinnen der Zeit In Ewigkeit Land im wind Sand im Wind...,Rauschen,0.0
DDR,1990,Was mir fehlt,Renft,"Der Wind weiß, was mir fehlt. Ich hab es ihm erzählt. Ein Schaukelpferd vielleicht, das in die Wolken steigt. Der Wind weiß, was mir fehlt. Ich hab es ihm erzählt. Ein Strom mit Booten drin, die nach dem Norden ziehn. Schneeweiße Dampfer. Heut kam ich heim, kam ich heim, kam ich heim. Fand mein Zimmer, mein Zimmer zu klein. Da gab ich Gas, gab ich Gas, gab ich Gas. Wollte schnell wie die Windrose sein. Der Wind weiß, was mir fehlt. Ich hab es ihm erzählt. Ein Strom mit Booten drin, die nach dem Norden zieht. Schneeweiße Dampfer. Heut kam ich heim, kam ich heim, kam ich heim. Fand mein Zimmer, mein Zimmer zu kein. Da gab ich Gas, gab ich Gas, gab ich Gas. Wollte schnell wie die Windrose sein.",Rauschen,0.0
DDR,1989,Nimm die Nacht in deine Hände,Kurt Demmler,"Nimm die Nacht in deine Hände, soll sie nicht wie Rauch entfliehn. Sing das Lied mit mir zu Ende, lass die Funken nicht verglühn. Manchmal noch von dieser Erde werden uns die Füße kalt. Das uns wieder wärmer werde, halt mich so wie ich dich halt. Glimme Funke, werde heller, spring zu ihr und spring zu mir. Brenne Flamme, brenne schneller, aber brenn nicht wie Papier. Nimm die Nacht in deine Hände wie ein schwaches Vogelkind. Das sie nicht im Frost verende und vergeht im rauhen Wind. Manchmal schlagen unsre Herzen an die Brust als woll`n sie raus. Und die tausend Schmerzen brennen fort und gehn nie aus. Glimme Funke, werde heller, spring zu ihr und spring zu mir. Brenne Flamme, brenne schneller, aber brenn nicht wie Papier.",Mondlicht und Sehnsucht,1.0
DDR,1987,Der Liebe Fluch,Karat,"Er sieht sie oft von gegenüber in seine Fenster sehn. In ihren Augen lautlose Worte. So stand er auf und ging aber immer wieder, immer zu ihr hin. Aber immer wieder, immer zu ihr hin. Und so hält sie ihn in Ketten, in der Hand ihr Märchenbuch. Und in ihren Röntgenaugen spiegelt sich der Liebe Fluch. Doch er geht immer wieder, immer zu ihr hin. Doch er geht immer wieder, immer zu ihr hin. Und so bleibt sie wieder Sieger, in der Hand das Stundenglas. In ihren weit entfernten Augen spiegelt sich der Liebe Maß. Doch er geht immer wieder, immer zu ihr hin. Doch er geht immer wieder, immer zu ihr hin.","Liebe, Musik und Träume in Deutschland",0.44148417163043396
DDR,1989,Alles Schöne dieser Welt,Kurt Demmler,"So ist man schon oft erwacht und ein schöner Traum sinkt in die Nacht zurück. Der Traum vom Glück, das sich halten läßt und restlos zufrieden macht. Alles Schöne dieser Welt, wenn ich es habe. Alles Schöne dieser Welt, wäre es mein. Wäre es doch nicht mein, dann fehlte mir die Gabe, nämlich so schön, so schön sehnsüchtig zu sein. Alles Schöne dieser Welt, das ich ersehne, wäre nichts wert, wenn das Ersehnen mir dann fehlt. Jedes Lachen trägt im Knopfloch schon `ne Träne. Freude wird durch ihre Endlichkeit beseelt. Also dann man zieht sich an, wo ein schöner Traum am Tag zerrann, bleibt zurück was treibt, auf das sich erfüllt - Bild, das man schon malen kann.",Glück und Wunder in der Welt,1.0
DDR,1980,Wenn ich zwei Leben hätt,Magdeburg,"Ich sag zu mir, du gehst im Kreis, all deine Müh’ lohnt nicht den Schweiß. So wirst du nie dein Glück gewinnen. Doch du lebst nur dies eine Mal. Das Leben ist kein weißes Hemd, von dem man sich, wenn’s grau wird, trennt. Du musst noch mal von vorn beginnen, denn du hast keine andr’e Wahl. Wenn ich zwei Leben hätt’, dann würd’ ich’s einmal ausprobier'n. Wenn ich zwei Leben hätt’, dann könnt’ mir nichts mehr passier’n. Nicht jeder Schritt führt gleich zum Ziel, erst hinterher weiß man dann so viel. Du bist manchmal zu weit gegangen und hast so vieles überseh’n. Wenn ich zwei Leben hätt’, dann würd’ ich’s einmal ausprobier’n. Wenn ich zwei Leben hätt’, dann könnt’ mir nichts mehr passier’n. Das Leben ist kein weißes Hemd, von dem man sich, wenn’s grau wird, trennt. Du musst noch mal von vorn beginnen, denn du hast keine andr’e Wahl. Wenn ich zwei Leben hätt’, dann würd’ ich’s einmal ausprobier’n. Wenn ich zwei Leben hätt’, dann könnt’ mir nichts mehr passier’n. Wenn ich zwei Leben hätt’, dann würd’ ich’s einmal ausprobier’n. Wenn ich zwei Leben hätt’, dann könnt’ mir nichts mehr passier’n.",Rauschen,0.0
